Provinces	Sex	Period	Total
12 Castellón/Castelló	Both genders	2013	82.43
12 Castellón/Castelló	Both genders	2012	82.48
12 Castellón/Castelló	Both genders	2011	81.91
12 Castellón/Castelló	Both genders	2010	81.91
12 Castellón/Castelló	Both genders	2009	80.94
12 Castellón/Castelló	Both genders	2008	80.98
12 Castellón/Castelló	Both genders	2007	80.66
12 Castellón/Castelló	Both genders	2006	80.46
12 Castellón/Castelló	Both genders	2005	79.68
12 Castellón/Castelló	Both genders	2004	80.07
12 Castellón/Castelló	Both genders	2003	79.35
12 Castellón/Castelló	Both genders	2002	79.29
12 Castellón/Castelló	Both genders	2001	78.98
12 Castellón/Castelló	Both genders	2000	79.17
12 Castellón/Castelló	Both genders	1999	78.41
12 Castellón/Castelló	Both genders	1998	78.40
12 Castellón/Castelló	Both genders	1997	78.29
12 Castellón/Castelló	Both genders	1996	77.71
12 Castellón/Castelló	Both genders	1995	77.82
12 Castellón/Castelló	Both genders	1994	77.84
12 Castellón/Castelló	Both genders	1993	77.99
12 Castellón/Castelló	Both genders	1992	77.74
12 Castellón/Castelló	Both genders	1991	76.80
12 Castellón/Castelló	Both genders	1990	76.90
12 Castellón/Castelló	Both genders	1989	76.95
12 Castellón/Castelló	Both genders	1988	76.99
12 Castellón/Castelló	Both genders	1987	76.85
12 Castellón/Castelló	Both genders	1986	76.66
12 Castellón/Castelló	Both genders	1985	76.30
12 Castellón/Castelló	Both genders	1984	76.49
12 Castellón/Castelló	Both genders	1983	76.03
12 Castellón/Castelló	Both genders	1982	76.07
12 Castellón/Castelló	Both genders	1981	75.63
12 Castellón/Castelló	Both genders	1980	75.63
12 Castellón/Castelló	Both genders	1979	74.49
12 Castellón/Castelló	Both genders	1978	74.09
12 Castellón/Castelló	Both genders	1977	74.44
12 Castellón/Castelló	Both genders	1976	74.28
12 Castellón/Castelló	Both genders	1975	73.58
12 Castellón/Castelló	Males	2024	80.62
12 Castellón/Castelló	Males	2023	80.69
12 Castellón/Castelló	Males	2022	79.82
12 Castellón/Castelló	Males	2021	79.35
12 Castellón/Castelló	Males	2020	80.37
12 Castellón/Castelló	Males	2019	80.15
12 Castellón/Castelló	Males	2018	79.94
12 Castellón/Castelló	Males	2017	80.18
12 Castellón/Castelló	Males	2016	79.90
12 Castellón/Castelló	Males	2015	79.53
12 Castellón/Castelló	Males	2014	79.78
12 Castellón/Castelló	Males	2013	79.75
12 Castellón/Castelló	Males	2012	79.67
12 Castellón/Castelló	Males	2011	79.08
12 Castellón/Castelló	Males	2010	79.28
12 Castellón/Castelló	Males	2009	77.67
12 Castellón/Castelló	Males	2008	78.32
12 Castellón/Castelló	Males	2007	77.64
12 Castellón/Castelló	Males	2006	77.27
12 Castellón/Castelló	Males	2005	76.75
12 Castellón/Castelló	Males	2004	77.09
12 Castellón/Castelló	Males	2003	76.38
12 Castellón/Castelló	Males	2002	76.47
12 Castellón/Castelló	Males	2001	75.85
12 Castellón/Castelló	Males	2000	75.95
12 Castellón/Castelló	Males	1999	75.25
12 Castellón/Castelló	Males	1998	75.26
12 Castellón/Castelló	Males	1997	75.24
12 Castellón/Castelló	Males	1996	74.23
12 Castellón/Castelló	Males	1995	74.74
12 Castellón/Castelló	Males	1994	75.26
12 Castellón/Castelló	Males	1993	75.14
12 Castellón/Castelló	Males	1992	74.68
12 Castellón/Castelló	Males	1991	73.67
12 Castellón/Castelló	Males	1990	74.00
12 Castellón/Castelló	Males	1989	74.11
12 Castellón/Castelló	Males	1988	74.11
12 Castellón/Castelló	Males	1987	73.85
12 Castellón/Castelló	Males	1986	74.46
12 Castellón/Castelló	Males	1985	73.80
12 Castellón/Castelló	Males	1984	73.90
12 Castellón/Castelló	Males	1983	73.49
12 Castellón/Castelló	Males	1982	73.55
12 Castellón/Castelló	Males	1981	73.43
12 Castellón/Castelló	Males	1980	73.23
12 Castellón/Castelló	Males	1979	71.93
12 Castellón/Castelló	Males	1978	71.58
12 Castellón/Castelló	Males	1977	72.26
12 Castellón/Castelló	Males	1976	71.66
12 Castellón/Castelló	Males	1975	71.07
12 Castellón/Castelló	Females	2024	85.95
12 Castellón/Castelló	Females	2023	85.92
12 Castellón/Castelló	Females	2022	85.41
12 Castellón/Castelló	Females	2021	85.04
12 Castellón/Castelló	Females	2020	85.05
12 Castellón/Castelló	Females	2019	85.57
12 Castellón/Castelló	Females	2018	84.91
12 Castellón/Castelló	Females	2017	85.28
12 Castellón/Castelló	Females	2016	85.53
12 Castellón/Castelló	Females	2015	85.20
12 Castellón/Castelló	Females	2014	85.11
12 Castellón/Castelló	Females	2013	85.19
12 Castellón/Castelló	Females	2012	85.37
12 Castellón/Castelló	Females	2011	84.81
12 Castellón/Castelló	Females	2010	84.55
12 Castellón/Castelló	Females	2009	84.39
12 Castellón/Castelló	Females	2008	83.76
12 Castellón/Castelló	Females	2007	83.80
12 Castellón/Castelló	Females	2006	83.80
12 Castellón/Castelló	Females	2005	82.73
12 Castellón/Castelló	Females	2004	83.17
12 Castellón/Castelló	Females	2003	82.44
12 Castellón/Castelló	Females	2002	82.18
12 Castellón/Castelló	Females	2001	82.25
12 Castellón/Castelló	Females	2000	82.54
12 Castellón/Castelló	Females	1999	81.73
12 Castellón/Castelló	Females	1998	81.66
12 Castellón/Castelló	Females	1997	81.45
12 Castellón/Castelló	Females	1996	81.42
12 Castellón/Castelló	Females	1995	81.02
12 Castellón/Castelló	Females	1994	80.45
12 Castellón/Castelló	Females	1993	80.90
12 Castellón/Castelló	Females	1992	80.86
12 Castellón/Castelló	Females	1991	80.05
12 Castellón/Castelló	Females	1990	79.87
12 Castellón/Castelló	Females	1989	79.82
12 Castellón/Castelló	Females	1988	79.92
12 Castellón/Castelló	Females	1987	79.94
12 Castellón/Castelló	Females	1986	78.80
12 Castellón/Castelló	Females	1985	78.79
12 Castellón/Castelló	Females	1984	79.08
12 Castellón/Castelló	Females	1983	78.55
12 Castellón/Castelló	Females	1982	78.58
12 Castellón/Castelló	Females	1981	77.75
12 Castellón/Castelló	Females	1980	78.01
12 Castellón/Castelló	Females	1979	77.06
12 Castellón/Castelló	Females	1978	76.61
12 Castellón/Castelló	Females	1977	76.59
12 Castellón/Castelló	Females	1976	76.92
12 Castellón/Castelló	Females	1975	76.09
13 Ciudad Real	Both genders	2024	83.04
13 Ciudad Real	Both genders	2023	83.05
13 Ciudad Real	Both genders	2022	82.95
13 Ciudad Real	Both genders	2021	82.44
13 Ciudad Real	Both genders	2020	80.36
13 Ciudad Real	Both genders	2019	82.98
13 Ciudad Real	Both genders	2018	82.87
13 Ciudad Real	Both genders	2017	82.37
13 Ciudad Real	Both genders	2016	82.68
13 Ciudad Real	Both genders	2015	82.09
13 Ciudad Real	Both genders	2014	82.63
13 Ciudad Real	Both genders	2013	82.43
13 Ciudad Real	Both genders	2012	81.89
13 Ciudad Real	Both genders	2011	81.96
13 Ciudad Real	Both genders	2010	82.11
13 Ciudad Real	Both genders	2009	81.49
13 Ciudad Real	Both genders	2008	80.85
13 Ciudad Real	Both genders	2007	80.70
13 Ciudad Real	Both genders	2006	80.76
13 Ciudad Real	Both genders	2005	79.89
13 Ciudad Real	Both genders	2004	79.90
13 Ciudad Real	Both genders	2003	79.55
13 Ciudad Real	Both genders	2002	79.18
13 Ciudad Real	Both genders	2001	79.49
13 Ciudad Real	Both genders	2000	79.56
13 Ciudad Real	Both genders	1999	78.69
13 Ciudad Real	Both genders	1998	78.69
13 Ciudad Real	Both genders	1997	78.93
13 Ciudad Real	Both genders	1996	78.16
13 Ciudad Real	Both genders	1995	78.10
13 Ciudad Real	Both genders	1994	77.65
13 Ciudad Real	Both genders	1993	77.46
13 Ciudad Real	Both genders	1992	77.33
13 Ciudad Real	Both genders	1991	76.30
13 Ciudad Real	Both genders	1990	76.62
13 Ciudad Real	Both genders	1989	76.87
13 Ciudad Real	Both genders	1988	76.63
13 Ciudad Real	Both genders	1987	76.33
13 Ciudad Real	Both genders	1986	75.76
13 Ciudad Real	Both genders	1985	76.22
13 Ciudad Real	Both genders	1984	75.81
13 Ciudad Real	Both genders	1983	75.28
13 Ciudad Real	Both genders	1982	75.62
13 Ciudad Real	Both genders	1981	74.86
13 Ciudad Real	Both genders	1980	75.19
13 Ciudad Real	Both genders	1979	74.41
13 Ciudad Real	Both genders	1978	73.89
13 Ciudad Real	Both genders	1977	74.09
13 Ciudad Real	Both genders	1976	73.95
13 Ciudad Real	Both genders	1975	72.98
13 Ciudad Real	Males	2024	80.54
13 Ciudad Real	Males	2023	80.49
13 Ciudad Real	Males	2022	80.25
13 Ciudad Real	Males	2021	79.44
13 Ciudad Real	Males	2020	77.62
13 Ciudad Real	Males	2019	80.61
13 Ciudad Real	Males	2018	80.15
13 Ciudad Real	Males	2017	79.63
13 Ciudad Real	Males	2016	79.74
13 Ciudad Real	Males	2015	79.19
13 Ciudad Real	Males	2014	79.67
13 Ciudad Real	Males	2013	79.71
13 Ciudad Real	Males	2012	79.39
13 Ciudad Real	Males	2011	79.59
13 Ciudad Real	Males	2010	79.32
13 Ciudad Real	Males	2009	78.73
13 Ciudad Real	Males	2008	78.23
13 Ciudad Real	Males	2007	78.09
13 Ciudad Real	Males	2006	77.90
13 Ciudad Real	Males	2005	77.15
13 Ciudad Real	Males	2004	76.70
13 Ciudad Real	Males	2003	76.43
13 Ciudad Real	Males	2002	76.22
13 Ciudad Real	Males	2001	76.60
13 Ciudad Real	Males	2000	76.92
13 Ciudad Real	Males	1999	75.62
13 Ciudad Real	Males	1998	75.62
13 Ciudad Real	Males	1997	75.93
13 Ciudad Real	Males	1996	75.16
13 Ciudad Real	Males	1995	75.36
13 Ciudad Real	Males	1994	74.45
13 Ciudad Real	Males	1993	74.84
13 Ciudad Real	Males	1992	74.08
13 Ciudad Real	Males	1991	73.20
13 Ciudad Real	Males	1990	73.47
13 Ciudad Real	Males	1989	74.10
13 Ciudad Real	Males	1988	73.74
13 Ciudad Real	Males	1987	73.60
13 Ciudad Real	Males	1986	72.54
13 Ciudad Real	Males	1985	73.38
13 Ciudad Real	Males	1984	73.39
13 Ciudad Real	Males	1983	72.62
13 Ciudad Real	Males	1982	73.48
13 Ciudad Real	Males	1981	71.87
13 Ciudad Real	Males	1980	72.72
13 Ciudad Real	Males	1979	71.79
13 Ciudad Real	Males	1978	71.24
13 Ciudad Real	Males	1977	71.63
13 Ciudad Real	Males	1976	71.52
13 Ciudad Real	Males	1975	70.41
13 Ciudad Real	Females	2024	85.51
13 Ciudad Real	Females	2023	85.60
13 Ciudad Real	Females	2022	85.67
13 Ciudad Real	Females	2021	85.52
13 Ciudad Real	Females	2020	83.20
13 Ciudad Real	Females	2019	85.30
13 Ciudad Real	Females	2018	85.56
13 Ciudad Real	Females	2017	85.12
13 Ciudad Real	Females	2016	85.67
13 Ciudad Real	Females	2015	85.03
13 Ciudad Real	Females	2014	85.61
13 Ciudad Real	Females	2013	85.14
13 Ciudad Real	Females	2012	84.35
13 Ciudad Real	Females	2011	84.28
13 Ciudad Real	Females	2010	84.89
13 Ciudad Real	Females	2009	84.25
13 Ciudad Real	Females	2008	83.44
13 Ciudad Real	Females	2007	83.30
13 Ciudad Real	Females	2006	83.66
13 Ciudad Real	Females	2005	82.61
13 Ciudad Real	Females	2004	83.14
13 Ciudad Real	Females	2003	82.68
13 Ciudad Real	Females	2002	82.18
13 Ciudad Real	Females	2001	82.34
13 Ciudad Real	Females	2000	82.16
13 Ciudad Real	Females	1999	81.77
13 Ciudad Real	Females	1998	81.74
13 Ciudad Real	Females	1997	81.88
13 Ciudad Real	Females	1996	81.14
13 Ciudad Real	Females	1995	80.76
13 Ciudad Real	Females	1994	80.88
13 Ciudad Real	Females	1993	79.98
13 Ciudad Real	Females	1992	80.57
13 Ciudad Real	Females	1991	79.40
13 Ciudad Real	Females	1990	79.77
13 Ciudad Real	Females	1989	79.55
13 Ciudad Real	Females	1988	79.45
13 Ciudad Real	Females	1987	78.94
13 Ciudad Real	Females	1986	78.93
13 Ciudad Real	Females	1985	78.96
13 Ciudad Real	Females	1984	78.06
13 Ciudad Real	Females	1983	77.84
13 Ciudad Real	Females	1982	77.62
13 Ciudad Real	Females	1981	77.76
13 Ciudad Real	Females	1980	77.44
13 Ciudad Real	Females	1979	76.90
13 Ciudad Real	Females	1978	76.46
13 Ciudad Real	Females	1977	76.40
13 Ciudad Real	Females	1976	76.24
13 Ciudad Real	Females	1975	75.45
14 Córdoba	Both genders	2024	83.18
14 Córdoba	Both genders	2023	82.63
14 Córdoba	Both genders	2022	81.94
14 Córdoba	Both genders	2021	82.12
14 Córdoba	Both genders	2020	82.25
14 Córdoba	Both genders	2019	82.75
14 Córdoba	Both genders	2018	82.51
14 Córdoba	Both genders	2017	82.22
14 Córdoba	Both genders	2016	82.49
14 Córdoba	Both genders	2015	82.01
14 Córdoba	Both genders	2014	82.39
14 Córdoba	Both genders	2013	82.11
14 Córdoba	Both genders	2012	81.46
14 Córdoba	Both genders	2011	81.67
14 Córdoba	Both genders	2010	81.55
14 Córdoba	Both genders	2009	81.06
14 Córdoba	Both genders	2008	80.74
14 Córdoba	Both genders	2007	80.38
14 Córdoba	Both genders	2006	80.49
14 Córdoba	Both genders	2005	79.65
14 Córdoba	Both genders	2004	79.76
14 Córdoba	Both genders	2003	79.20
14 Córdoba	Both genders	2002	79.06
14 Córdoba	Both genders	2001	79.32
14 Córdoba	Both genders	2000	79.20
14 Córdoba	Both genders	1999	78.55
14 Córdoba	Both genders	1998	78.28
14 Córdoba	Both genders	1997	78.80
14 Córdoba	Both genders	1996	78.09
14 Córdoba	Both genders	1995	77.65
14 Córdoba	Both genders	1994	77.74
14 Córdoba	Both genders	1993	77.11
14 Córdoba	Both genders	1992	77.66
14 Córdoba	Both genders	1991	76.82
14 Córdoba	Both genders	1990	76.63
14 Córdoba	Both genders	1989	76.65
14 Córdoba	Both genders	1988	76.77
14 Córdoba	Both genders	1987	76.55
14 Córdoba	Both genders	1986	76.33
14 Córdoba	Both genders	1985	76.13
14 Córdoba	Both genders	1984	76.11
14 Córdoba	Both genders	1983	76.17
14 Córdoba	Both genders	1982	76.12
14 Córdoba	Both genders	1981	75.19
14 Córdoba	Both genders	1980	75.01
14 Córdoba	Both genders	1979	75.01
14 Córdoba	Both genders	1978	74.42
14 Córdoba	Both genders	1977	74.53
14 Córdoba	Both genders	1976	73.94
14 Córdoba	Both genders	1975	73.60
14 Córdoba	Males	2024	80.39
14 Córdoba	Males	2023	80.00
14 Córdoba	Males	2022	79.02
14 Córdoba	Males	2021	79.07
14 Córdoba	Males	2020	79.54
14 Córdoba	Males	2019	79.99
14 Córdoba	Males	2018	79.73
14 Córdoba	Males	2017	79.16
14 Córdoba	Males	2016	79.36
14 Córdoba	Males	2015	79.16
14 Córdoba	Males	2014	79.21
14 Córdoba	Males	2013	79.07
14 Córdoba	Males	2012	78.45
14 Córdoba	Males	2011	78.71
14 Córdoba	Males	2010	78.38
14 Córdoba	Males	2009	77.88
14 Córdoba	Males	2008	77.59
14 Córdoba	Males	2007	77.21
14 Córdoba	Males	2006	77.17
14 Córdoba	Males	2005	76.26
14 Córdoba	Males	2004	76.47
14 Córdoba	Males	2003	75.89
14 Córdoba	Males	2002	75.90
14 Córdoba	Males	2001	76.03
14 Córdoba	Males	2000	76.05
14 Córdoba	Males	1999	75.18
14 Córdoba	Males	1998	74.97
14 Córdoba	Males	1997	75.52
14 Córdoba	Males	1996	74.49
14 Córdoba	Males	1995	74.10
14 Córdoba	Males	1994	74.19
14 Córdoba	Males	1993	73.28
14 Córdoba	Males	1992	74.20
14 Córdoba	Males	1991	73.28
14 Córdoba	Males	1990	73.07
14 Córdoba	Males	1989	73.31
14 Córdoba	Males	1988	73.77
14 Córdoba	Males	1987	73.35
14 Córdoba	Males	1986	73.10
14 Córdoba	Males	1985	73.04
14 Córdoba	Males	1984	72.70
14 Córdoba	Males	1983	73.19
14 Córdoba	Males	1982	72.92
14 Córdoba	Males	1981	72.16
14 Córdoba	Males	1980	71.96
14 Córdoba	Males	1979	72.10
14 Córdoba	Males	1978	71.47
14 Córdoba	Males	1977	71.25
14 Córdoba	Males	1976	70.89
14 Córdoba	Males	1975	70.89
14 Córdoba	Females	2024	85.88
14 Córdoba	Females	2023	85.18
14 Córdoba	Females	2022	84.85
14 Córdoba	Females	2021	85.18
14 Córdoba	Females	2020	84.90
14 Córdoba	Females	2019	85.44
14 Córdoba	Females	2018	85.23
14 Córdoba	Females	2017	85.26
14 Córdoba	Females	2016	85.57
14 Córdoba	Females	2015	84.79
14 Córdoba	Females	2014	85.51
14 Córdoba	Females	2013	85.08
14 Córdoba	Females	2012	84.41
14 Córdoba	Females	2011	84.56
14 Córdoba	Females	2010	84.67
14 Córdoba	Females	2009	84.18
14 Córdoba	Females	2008	83.85
14 Córdoba	Females	2007	83.52
14 Córdoba	Females	2006	83.79
14 Córdoba	Females	2005	83.05
14 Córdoba	Females	2004	83.01
14 Córdoba	Females	2003	82.51
14 Córdoba	Females	2002	82.18
14 Córdoba	Females	2001	82.55
14 Córdoba	Females	2000	82.25
14 Córdoba	Females	1999	81.90
14 Córdoba	Females	1998	81.56
14 Córdoba	Females	1997	82.03
14 Córdoba	Females	1996	81.69
14 Córdoba	Females	1995	81.20
14 Córdoba	Females	1994	81.28
14 Córdoba	Females	1993	80.97
14 Córdoba	Females	1992	81.07
14 Córdoba	Females	1991	80.34
14 Córdoba	Females	1990	80.15
14 Córdoba	Females	1989	79.94
14 Córdoba	Females	1988	79.65
14 Córdoba	Females	1987	79.64
14 Córdoba	Females	1986	79.46
14 Córdoba	Females	1985	79.13
14 Córdoba	Females	1984	79.41
14 Córdoba	Females	1983	78.99
14 Córdoba	Females	1982	79.19
14 Córdoba	Females	1981	78.09
14 Córdoba	Females	1980	77.92
14 Córdoba	Females	1979	77.72
14 Córdoba	Females	1978	77.20
14 Córdoba	Females	1977	77.67
14 Córdoba	Females	1976	76.86
14 Córdoba	Females	1975	76.14
15 Coruña, A	Both genders	2024	84.10
15 Coruña, A	Both genders	2023	83.72
15 Coruña, A	Both genders	2022	83.11
15 Coruña, A	Both genders	2021	83.14
15 Coruña, A	Both genders	2020	83.43
15 Coruña, A	Both genders	2019	83.35
15 Coruña, A	Both genders	2018	82.76
15 Coruña, A	Both genders	2017	82.92
15 Coruña, A	Both genders	2016	82.53
15 Coruña, A	Both genders	2015	82.32
15 Coruña, A	Both genders	2014	82.62
15 Coruña, A	Both genders	2013	82.34
15 Coruña, A	Both genders	2012	82.22
15 Coruña, A	Both genders	2011	81.96
15 Coruña, A	Both genders	2010	81.69
15 Coruña, A	Both genders	2009	81.16
15 Coruña, A	Both genders	2008	81.07
15 Coruña, A	Both genders	2007	80.54
15 Coruña, A	Both genders	2006	80.66
15 Coruña, A	Both genders	2005	80.29
15 Coruña, A	Both genders	2004	80.33
15 Coruña, A	Both genders	2003	79.56
15 Coruña, A	Both genders	2002	80.03
15 Coruña, A	Both genders	2001	79.75
15 Coruña, A	Both genders	2000	79.10
15 Coruña, A	Both genders	1999	78.78
15 Coruña, A	Both genders	1998	78.86
15 Coruña, A	Both genders	1997	78.52
15 Coruña, A	Both genders	1996	77.62
15 Coruña, A	Both genders	1995	77.67
15 Coruña, A	Both genders	1994	77.54
15 Coruña, A	Both genders	1993	77.25
15 Coruña, A	Both genders	1992	77.04
15 Coruña, A	Both genders	1991	76.65
15 Coruña, A	Both genders	1990	76.23
15 Coruña, A	Both genders	1989	76.49
15 Coruña, A	Both genders	1988	76.10
15 Coruña, A	Both genders	1987	76.19
15 Coruña, A	Both genders	1986	75.75
15 Coruña, A	Both genders	1985	75.76
15 Coruña, A	Both genders	1984	75.88
15 Coruña, A	Both genders	1983	75.69
15 Coruña, A	Both genders	1982	75.39
15 Coruña, A	Both genders	1981	74.97
15 Coruña, A	Both genders	1980	75.05
15 Coruña, A	Both genders	1979	74.33
15 Coruña, A	Both genders	1978	73.79
15 Coruña, A	Both genders	1977	73.24
15 Coruña, A	Both genders	1976	73.24
15 Coruña, A	Both genders	1975	72.69
15 Coruña, A	Males	2024	81.17
15 Coruña, A	Males	2023	80.78
15 Coruña, A	Males	2022	80.13
15 Coruña, A	Males	2021	80.28
15 Coruña, A	Males	2020	80.48
15 Coruña, A	Males	2019	80.51
15 Coruña, A	Males	2018	79.74
15 Coruña, A	Males	2017	79.96
15 Coruña, A	Males	2016	79.17
15 Coruña, A	Males	2015	79.25
15 Coruña, A	Males	2014	79.42
15 Coruña, A	Males	2013	79.38
15 Coruña, A	Males	2012	79.04
15 Coruña, A	Males	2011	78.66
15 Coruña, A	Males	2010	78.40
15 Coruña, A	Males	2009	77.85
15 Coruña, A	Males	2008	77.53
15 Coruña, A	Males	2007	76.95
15 Coruña, A	Males	2006	77.09
15 Coruña, A	Males	2005	76.51
15 Coruña, A	Males	2004	76.71
15 Coruña, A	Males	2003	76.03
15 Coruña, A	Males	2002	76.36
15 Coruña, A	Males	2001	76.14
15 Coruña, A	Males	2000	75.38
15 Coruña, A	Males	1999	74.93
15 Coruña, A	Males	1998	75.13
15 Coruña, A	Males	1997	74.70
15 Coruña, A	Males	1996	73.41
15 Coruña, A	Males	1995	73.63
15 Coruña, A	Males	1994	73.40
15 Coruña, A	Males	1993	73.27
15 Coruña, A	Males	1992	73.22
15 Coruña, A	Males	1991	72.60
15 Coruña, A	Males	1990	72.38
15 Coruña, A	Males	1989	72.82
15 Coruña, A	Males	1988	72.11
15 Coruña, A	Males	1987	72.49
15 Coruña, A	Males	1986	72.15
15 Coruña, A	Males	1985	72.13
15 Coruña, A	Males	1984	72.23
15 Coruña, A	Males	1983	72.38
15 Coruña, A	Males	1982	71.59
15 Coruña, A	Males	1981	71.59
15 Coruña, A	Males	1980	71.77
15 Coruña, A	Males	1979	70.91
15 Coruña, A	Males	1978	70.44
15 Coruña, A	Males	1977	69.78
15 Coruña, A	Males	1976	69.82
15 Coruña, A	Males	1975	69.33
15 Coruña, A	Females	2024	86.88
15 Coruña, A	Females	2023	86.53
15 Coruña, A	Females	2022	85.99
15 Coruña, A	Females	2021	85.88
15 Coruña, A	Females	2020	86.25
15 Coruña, A	Females	2019	86.04
15 Coruña, A	Females	2018	85.67
15 Coruña, A	Females	2017	85.74
15 Coruña, A	Females	2016	85.83
15 Coruña, A	Females	2015	85.28
15 Coruña, A	Females	2014	85.72
15 Coruña, A	Females	2013	85.17
15 Coruña, A	Females	2012	85.29
15 Coruña, A	Females	2011	85.13
15 Coruña, A	Females	2010	84.88
15 Coruña, A	Females	2009	84.36
15 Coruña, A	Females	2008	84.51
15 Coruña, A	Females	2007	84.04
15 Coruña, A	Females	2006	84.11
15 Coruña, A	Females	2005	84.00
15 Coruña, A	Females	2004	83.82
15 Coruña, A	Females	2003	82.98
15 Coruña, A	Females	2002	83.56
15 Coruña, A	Females	2001	83.20
15 Coruña, A	Females	2000	82.70
15 Coruña, A	Females	1999	82.56
15 Coruña, A	Females	1998	82.46
15 Coruña, A	Females	1997	82.22
15 Coruña, A	Females	1996	81.80
15 Coruña, A	Females	1995	81.63
15 Coruña, A	Females	1994	81.61
15 Coruña, A	Females	1993	81.13
15 Coruña, A	Females	1992	80.75
15 Coruña, A	Females	1991	80.62
15 Coruña, A	Females	1990	79.97
15 Coruña, A	Females	1989	80.00
15 Coruña, A	Females	1988	80.01
15 Coruña, A	Females	1987	79.71
15 Coruña, A	Females	1986	79.15
15 Coruña, A	Females	1985	79.20
15 Coruña, A	Females	1984	79.33
15 Coruña, A	Females	1983	78.72
15 Coruña, A	Females	1982	78.99
15 Coruña, A	Females	1981	78.11
15 Coruña, A	Females	1980	78.03
15 Coruña, A	Females	1979	77.50
15 Coruña, A	Females	1978	76.87
15 Coruña, A	Females	1977	76.42
15 Coruña, A	Females	1976	76.39
15 Coruña, A	Females	1975	75.78
16 Cuenca	Both genders	2024	83.70
16 Cuenca	Both genders	2023	83.30
16 Cuenca	Both genders	2022	83.09
16 Cuenca	Both genders	2021	83.36
16 Cuenca	Both genders	2020	80.78
16 Cuenca	Both genders	2019	83.62
16 Cuenca	Both genders	2018	83.28
16 Cuenca	Both genders	2017	83.24
16 Cuenca	Both genders	2016	83.18
16 Cuenca	Both genders	2015	82.87
