Provinces	Sex	Period	Total
23 Jaén	Females	1999	81.71
23 Jaén	Females	1998	81.57
23 Jaén	Females	1997	81.50
23 Jaén	Females	1996	81.47
23 Jaén	Females	1995	81.48
23 Jaén	Females	1994	81.19
23 Jaén	Females	1993	81.12
23 Jaén	Females	1992	80.93
23 Jaén	Females	1991	80.41
23 Jaén	Females	1990	79.99
23 Jaén	Females	1989	79.62
23 Jaén	Females	1988	79.02
23 Jaén	Females	1987	79.29
23 Jaén	Females	1986	78.54
23 Jaén	Females	1985	78.98
23 Jaén	Females	1984	78.67
23 Jaén	Females	1983	78.24
23 Jaén	Females	1982	78.59
23 Jaén	Females	1981	78.01
23 Jaén	Females	1980	78.30
23 Jaén	Females	1979	77.49
23 Jaén	Females	1978	77.13
23 Jaén	Females	1977	77.10
23 Jaén	Females	1976	75.92
23 Jaén	Females	1975	76.60
24 León	Both genders	2024	83.90
24 León	Both genders	2023	84.20
24 León	Both genders	2022	83.29
24 León	Both genders	2021	83.49
24 León	Both genders	2020	82.48
24 León	Both genders	2019	83.62
24 León	Both genders	2018	83.56
24 León	Both genders	2017	83.69
24 León	Both genders	2016	83.48
24 León	Both genders	2015	83.26
24 León	Both genders	2014	83.12
24 León	Both genders	2013	82.73
24 León	Both genders	2012	82.91
24 León	Both genders	2011	82.97
24 León	Both genders	2010	82.58
24 León	Both genders	2009	82.57
24 León	Both genders	2008	81.78
24 León	Both genders	2007	81.18
24 León	Both genders	2006	81.56
24 León	Both genders	2005	81.04
24 León	Both genders	2004	80.94
24 León	Both genders	2003	80.82
24 León	Both genders	2002	80.84
24 León	Both genders	2001	80.45
24 León	Both genders	2000	80.34
24 León	Both genders	1999	80.22
24 León	Both genders	1998	79.88
24 León	Both genders	1997	79.72
24 León	Both genders	1996	79.45
24 León	Both genders	1995	79.51
24 León	Both genders	1994	79.09
24 León	Both genders	1993	78.83
24 León	Both genders	1992	78.71
24 León	Both genders	1991	78.21
24 León	Both genders	1990	77.34
24 León	Both genders	1989	77.49
24 León	Both genders	1988	77.13
24 León	Both genders	1987	76.37
24 León	Both genders	1986	76.20
24 León	Both genders	1985	76.11
24 León	Both genders	1984	75.99
24 León	Both genders	1983	75.33
24 León	Both genders	1982	75.44
24 León	Both genders	1981	74.50
24 León	Both genders	1980	74.92
24 León	Both genders	1979	73.98
24 León	Both genders	1978	73.88
24 León	Both genders	1977	73.43
24 León	Both genders	1976	73.35
24 León	Both genders	1975	73.31
24 León	Males	2024	81.01
24 León	Males	2023	81.46
24 León	Males	2022	80.45
24 León	Males	2021	80.59
24 León	Males	2020	79.72
24 León	Males	2019	80.90
24 León	Males	2018	80.77
24 León	Males	2017	81.01
24 León	Males	2016	80.40
24 León	Males	2015	80.78
24 León	Males	2014	80.29
24 León	Males	2013	79.90
24 León	Males	2012	79.78
24 León	Males	2011	79.90
24 León	Males	2010	79.20
24 León	Males	2009	79.23
24 León	Males	2008	78.74
24 León	Males	2007	77.75
24 León	Males	2006	78.16
24 León	Males	2005	77.51
24 León	Males	2004	77.30
24 León	Males	2003	77.01
24 León	Males	2002	77.52
24 León	Males	2001	76.84
24 León	Males	2000	76.65
24 León	Males	1999	76.76
24 León	Males	1998	76.23
24 León	Males	1997	76.11
24 León	Males	1996	76.00
24 León	Males	1995	76.33
24 León	Males	1994	75.44
24 León	Males	1993	74.91
24 León	Males	1992	75.30
24 León	Males	1991	74.77
24 León	Males	1990	74.08
24 León	Males	1989	74.44
24 León	Males	1988	73.83
24 León	Males	1987	72.88
24 León	Males	1986	73.31
24 León	Males	1985	73.15
24 León	Males	1984	72.75
24 León	Males	1983	72.44
24 León	Males	1982	72.63
24 León	Males	1981	71.36
24 León	Males	1980	71.90
24 León	Males	1979	71.11
24 León	Males	1978	70.71
24 León	Males	1977	70.94
24 León	Males	1976	70.57
24 León	Males	1975	70.48
24 León	Females	2024	86.81
24 León	Females	2023	86.91
24 León	Females	2022	86.18
24 León	Females	2021	86.46
24 León	Females	2020	85.34
24 León	Females	2019	86.33
24 León	Females	2018	86.37
24 León	Females	2017	86.35
24 León	Females	2016	86.62
24 León	Females	2015	85.71
24 León	Females	2014	85.95
24 León	Females	2013	85.55
24 León	Females	2012	86.06
24 León	Females	2011	86.07
24 León	Females	2010	86.06
24 León	Females	2009	85.98
24 León	Females	2008	84.84
24 León	Females	2007	84.72
24 León	Females	2006	85.05
24 León	Females	2005	84.68
24 León	Females	2004	84.69
24 León	Females	2003	84.77
24 León	Females	2002	84.21
24 León	Females	2001	84.15
24 León	Females	2000	84.15
24 León	Females	1999	83.76
24 León	Females	1998	83.62
24 León	Females	1997	83.42
24 León	Females	1996	82.96
24 León	Females	1995	82.68
24 León	Females	1994	82.83
24 León	Females	1993	82.92
24 León	Females	1992	82.16
24 León	Females	1991	81.73
24 León	Females	1990	80.67
24 León	Females	1989	80.59
24 León	Females	1988	80.54
24 León	Females	1987	79.96
24 León	Females	1986	79.13
24 León	Females	1985	79.11
24 León	Females	1984	79.29
24 León	Females	1983	78.23
24 León	Females	1982	78.26
24 León	Females	1981	77.68
24 León	Females	1980	78.00
24 León	Females	1979	76.90
24 León	Females	1978	77.15
24 León	Females	1977	75.91
24 León	Females	1976	76.20
24 León	Females	1975	76.17
25 Lleida	Both genders	2024	83.94
25 Lleida	Both genders	2023	83.65
25 Lleida	Both genders	2022	83.01
25 Lleida	Both genders	2021	82.76
25 Lleida	Both genders	2020	82.28
25 Lleida	Both genders	2019	83.53
25 Lleida	Both genders	2018	83.14
25 Lleida	Both genders	2017	83.12
25 Lleida	Both genders	2016	83.44
25 Lleida	Both genders	2015	82.79
25 Lleida	Both genders	2014	82.92
25 Lleida	Both genders	2013	82.61
25 Lleida	Both genders	2012	82.44
25 Lleida	Both genders	2011	82.08
25 Lleida	Both genders	2010	81.80
25 Lleida	Both genders	2009	81.76
25 Lleida	Both genders	2008	81.63
25 Lleida	Both genders	2007	80.88
25 Lleida	Both genders	2006	80.88
25 Lleida	Both genders	2005	80.15
25 Lleida	Both genders	2004	80.05
25 Lleida	Both genders	2003	79.72
25 Lleida	Both genders	2002	79.55
25 Lleida	Both genders	2001	80.16
25 Lleida	Both genders	2000	79.66
25 Lleida	Both genders	1999	79.25
25 Lleida	Both genders	1998	78.71
25 Lleida	Both genders	1997	78.81
25 Lleida	Both genders	1996	78.76
25 Lleida	Both genders	1995	78.07
25 Lleida	Both genders	1994	78.23
25 Lleida	Both genders	1993	77.86
25 Lleida	Both genders	1992	77.41
25 Lleida	Both genders	1991	77.30
25 Lleida	Both genders	1990	77.16
25 Lleida	Both genders	1989	77.03
25 Lleida	Both genders	1988	77.12
25 Lleida	Both genders	1987	76.79
25 Lleida	Both genders	1986	76.81
25 Lleida	Both genders	1985	76.35
25 Lleida	Both genders	1984	76.53
25 Lleida	Both genders	1983	76.20
25 Lleida	Both genders	1982	76.49
25 Lleida	Both genders	1981	76.51
25 Lleida	Both genders	1980	75.58
25 Lleida	Both genders	1979	74.83
25 Lleida	Both genders	1978	74.52
25 Lleida	Both genders	1977	74.34
25 Lleida	Both genders	1976	74.24
25 Lleida	Both genders	1975	73.13
25 Lleida	Males	2024	81.32
25 Lleida	Males	2023	80.97
25 Lleida	Males	2022	80.27
25 Lleida	Males	2021	79.84
25 Lleida	Males	2020	79.46
25 Lleida	Males	2019	80.89
25 Lleida	Males	2018	80.40
25 Lleida	Males	2017	80.59
25 Lleida	Males	2016	80.64
25 Lleida	Males	2015	80.23
25 Lleida	Males	2014	80.32
25 Lleida	Males	2013	80.18
25 Lleida	Males	2012	79.78
25 Lleida	Males	2011	79.36
25 Lleida	Males	2010	78.98
25 Lleida	Males	2009	79.20
25 Lleida	Males	2008	79.05
25 Lleida	Males	2007	77.96
25 Lleida	Males	2006	77.91
25 Lleida	Males	2005	77.23
25 Lleida	Males	2004	76.96
25 Lleida	Males	2003	76.28
25 Lleida	Males	2002	76.62
25 Lleida	Males	2001	76.94
25 Lleida	Males	2000	76.68
25 Lleida	Males	1999	76.03
25 Lleida	Males	1998	75.60
25 Lleida	Males	1997	75.61
25 Lleida	Males	1996	76.03
25 Lleida	Males	1995	75.01
25 Lleida	Males	1994	75.10
25 Lleida	Males	1993	74.78
25 Lleida	Males	1992	74.55
25 Lleida	Males	1991	74.20
25 Lleida	Males	1990	74.58
25 Lleida	Males	1989	74.20
25 Lleida	Males	1988	74.52
25 Lleida	Males	1987	74.28
25 Lleida	Males	1986	74.15
25 Lleida	Males	1985	73.99
25 Lleida	Males	1984	74.20
25 Lleida	Males	1983	73.88
25 Lleida	Males	1982	74.60
25 Lleida	Males	1981	74.36
25 Lleida	Males	1980	73.33
25 Lleida	Males	1979	72.44
25 Lleida	Males	1978	72.19
25 Lleida	Males	1977	72.58
25 Lleida	Males	1976	72.61
25 Lleida	Males	1975	71.78
25 Lleida	Females	2024	86.67
25 Lleida	Females	2023	86.45
25 Lleida	Females	2022	85.92
25 Lleida	Females	2021	85.89
25 Lleida	Females	2020	85.27
25 Lleida	Females	2019	86.29
25 Lleida	Females	2018	86.04
25 Lleida	Females	2017	85.73
25 Lleida	Females	2016	86.36
25 Lleida	Females	2015	85.43
25 Lleida	Females	2014	85.61
25 Lleida	Females	2013	85.08
25 Lleida	Females	2012	85.22
25 Lleida	Females	2011	84.93
25 Lleida	Females	2010	84.79
25 Lleida	Females	2009	84.42
25 Lleida	Females	2008	84.34
25 Lleida	Females	2007	84.01
25 Lleida	Females	2006	84.03
25 Lleida	Females	2005	83.26
25 Lleida	Females	2004	83.36
25 Lleida	Females	2003	83.45
25 Lleida	Females	2002	82.66
25 Lleida	Females	2001	83.60
25 Lleida	Females	2000	82.82
25 Lleida	Females	1999	82.70
25 Lleida	Females	1998	82.05
25 Lleida	Females	1997	82.24
25 Lleida	Females	1996	81.62
25 Lleida	Females	1995	81.33
25 Lleida	Females	1994	81.57
25 Lleida	Females	1993	81.15
25 Lleida	Females	1992	80.45
25 Lleida	Females	1991	80.63
25 Lleida	Females	1990	79.90
25 Lleida	Females	1989	80.06
25 Lleida	Females	1988	79.88
25 Lleida	Females	1987	79.44
25 Lleida	Females	1986	79.62
25 Lleida	Females	1985	78.82
25 Lleida	Females	1984	79.00
25 Lleida	Females	1983	78.64
25 Lleida	Females	1982	78.41
25 Lleida	Females	1981	78.73
25 Lleida	Females	1980	77.92
25 Lleida	Females	1979	77.35
25 Lleida	Females	1978	76.98
25 Lleida	Females	1977	76.18
25 Lleida	Females	1976	75.92
25 Lleida	Females	1975	74.52
27 Lugo	Both genders	2024	83.98
27 Lugo	Both genders	2023	83.38
27 Lugo	Both genders	2022	83.23
27 Lugo	Both genders	2021	83.38
27 Lugo	Both genders	2020	83.10
27 Lugo	Both genders	2019	83.71
27 Lugo	Both genders	2018	82.91
27 Lugo	Both genders	2017	83.00
27 Lugo	Both genders	2016	82.58
27 Lugo	Both genders	2015	82.39
27 Lugo	Both genders	2014	82.66
27 Lugo	Both genders	2013	82.66
27 Lugo	Both genders	2012	81.92
27 Lugo	Both genders	2011	82.29
27 Lugo	Both genders	2010	82.06
27 Lugo	Both genders	2009	81.25
27 Lugo	Both genders	2008	81.52
27 Lugo	Both genders	2007	81.16
27 Lugo	Both genders	2006	80.81
27 Lugo	Both genders	2005	80.74
27 Lugo	Both genders	2004	80.73
27 Lugo	Both genders	2003	79.58
27 Lugo	Both genders	2002	79.52
27 Lugo	Both genders	2001	79.59
27 Lugo	Both genders	2000	79.21
27 Lugo	Both genders	1999	78.99
27 Lugo	Both genders	1998	78.60
27 Lugo	Both genders	1997	78.50
27 Lugo	Both genders	1996	77.67
27 Lugo	Both genders	1995	77.79
27 Lugo	Both genders	1994	78.20
27 Lugo	Both genders	1993	78.05
27 Lugo	Both genders	1992	76.98
27 Lugo	Both genders	1991	76.03
27 Lugo	Both genders	1990	76.17
27 Lugo	Both genders	1989	76.58
27 Lugo	Both genders	1988	76.69
27 Lugo	Both genders	1987	76.81
27 Lugo	Both genders	1986	76.13
27 Lugo	Both genders	1985	75.76
27 Lugo	Both genders	1984	76.17
27 Lugo	Both genders	1983	75.37
27 Lugo	Both genders	1982	75.34
27 Lugo	Both genders	1981	75.22
27 Lugo	Both genders	1980	75.28
27 Lugo	Both genders	1979	74.25
27 Lugo	Both genders	1978	73.94
27 Lugo	Both genders	1977	73.30
27 Lugo	Both genders	1976	72.63
27 Lugo	Both genders	1975	72.50
27 Lugo	Males	2024	81.15
27 Lugo	Males	2023	80.72
27 Lugo	Males	2022	80.74
27 Lugo	Males	2021	80.73
27 Lugo	Males	2020	80.39
27 Lugo	Males	2019	80.79
27 Lugo	Males	2018	79.68
27 Lugo	Males	2017	80.03
27 Lugo	Males	2016	79.54
27 Lugo	Males	2015	79.38
27 Lugo	Males	2014	79.70
27 Lugo	Males	2013	79.44
27 Lugo	Males	2012	78.60
27 Lugo	Males	2011	78.96
27 Lugo	Males	2010	78.64
27 Lugo	Males	2009	77.88
27 Lugo	Males	2008	78.02
27 Lugo	Males	2007	77.93
27 Lugo	Males	2006	77.55
27 Lugo	Males	2005	77.23
27 Lugo	Males	2004	77.26
27 Lugo	Males	2003	76.13
27 Lugo	Males	2002	75.99
27 Lugo	Males	2001	76.43
27 Lugo	Males	2000	75.74
27 Lugo	Males	1999	75.44
27 Lugo	Males	1998	75.12
27 Lugo	Males	1997	74.89
27 Lugo	Males	1996	73.81
27 Lugo	Males	1995	74.16
27 Lugo	Males	1994	74.62
27 Lugo	Males	1993	74.50
27 Lugo	Males	1992	73.44
27 Lugo	Males	1991	72.82
27 Lugo	Males	1990	73.33
27 Lugo	Males	1989	73.87
27 Lugo	Males	1988	73.79
27 Lugo	Males	1987	73.64
27 Lugo	Males	1986	73.28
27 Lugo	Males	1985	72.95
27 Lugo	Males	1984	73.10
27 Lugo	Males	1983	72.60
27 Lugo	Males	1982	72.82
27 Lugo	Males	1981	72.49
27 Lugo	Males	1980	72.53
27 Lugo	Males	1979	71.38
27 Lugo	Males	1978	71.27
27 Lugo	Males	1977	70.79
27 Lugo	Males	1976	70.32
27 Lugo	Males	1975	69.81
27 Lugo	Females	2024	86.90
27 Lugo	Females	2023	86.13
27 Lugo	Females	2022	85.80
27 Lugo	Females	2021	86.09
27 Lugo	Females	2020	85.90
27 Lugo	Females	2019	86.71
27 Lugo	Females	2018	86.29
27 Lugo	Females	2017	86.11
27 Lugo	Females	2016	85.77
27 Lugo	Females	2015	85.54
27 Lugo	Females	2014	85.73
27 Lugo	Females	2013	86.07
27 Lugo	Females	2012	85.42
27 Lugo	Females	2011	85.78
27 Lugo	Females	2010	85.68
27 Lugo	Females	2009	84.84
27 Lugo	Females	2008	85.23
27 Lugo	Females	2007	84.54
27 Lugo	Females	2006	84.19
27 Lugo	Females	2005	84.41
27 Lugo	Females	2004	84.32
27 Lugo	Females	2003	83.19
27 Lugo	Females	2002	83.21
27 Lugo	Females	2001	82.86
27 Lugo	Females	2000	82.84
27 Lugo	Females	1999	82.74
27 Lugo	Females	1998	82.26
27 Lugo	Females	1997	82.30
27 Lugo	Females	1996	81.77
27 Lugo	Females	1995	81.63
27 Lugo	Females	1994	81.94
27 Lugo	Females	1993	81.77
27 Lugo	Females	1992	80.72
27 Lugo	Females	1991	79.41
27 Lugo	Females	1990	79.09
27 Lugo	Females	1989	79.39
27 Lugo	Females	1988	79.66
27 Lugo	Females	1987	80.12
27 Lugo	Females	1986	79.07
27 Lugo	Females	1985	78.65
27 Lugo	Females	1984	79.34
27 Lugo	Females	1983	78.23
27 Lugo	Females	1982	77.88
27 Lugo	Females	1981	78.03
27 Lugo	Females	1980	78.11
27 Lugo	Females	1979	77.21
27 Lugo	Females	1978	76.67
27 Lugo	Females	1977	75.88
27 Lugo	Females	1976	74.99
27 Lugo	Females	1975	75.28
28 Madrid	Both genders	2024	85.58
28 Madrid	Both genders	2023	85.39
28 Madrid	Both genders	2022	84.76
28 Madrid	Both genders	2021	84.56
28 Madrid	Both genders	2020	82.27
28 Madrid	Both genders	2019	84.93
28 Madrid	Both genders	2018	84.73
28 Madrid	Both genders	2017	84.48
28 Madrid	Both genders	2016	84.50
28 Madrid	Both genders	2015	83.97
28 Madrid	Both genders	2014	84.20
28 Madrid	Both genders	2013	84.13
28 Madrid	Both genders	2012	83.64
28 Madrid	Both genders	2011	83.63
28 Madrid	Both genders	2010	83.39
28 Madrid	Both genders	2009	82.93
28 Madrid	Both genders	2008	82.58
28 Madrid	Both genders	2007	82.08
28 Madrid	Both genders	2006	82.06
28 Madrid	Both genders	2005	81.50
28 Madrid	Both genders	2004	81.24
28 Madrid	Both genders	2003	80.63
28 Madrid	Both genders	2002	80.81
28 Madrid	Both genders	2001	80.58
28 Madrid	Both genders	2000	80.36
28 Madrid	Both genders	1999	80.19
28 Madrid	Both genders	1998	79.93
28 Madrid	Both genders	1997	79.97
28 Madrid	Both genders	1996	79.18
28 Madrid	Both genders	1995	78.81
28 Madrid	Both genders	1994	78.75
28 Madrid	Both genders	1993	78.32
28 Madrid	Both genders	1992	78.10
28 Madrid	Both genders	1991	77.58
28 Madrid	Both genders	1990	77.24
28 Madrid	Both genders	1989	77.43
28 Madrid	Both genders	1988	77.25
28 Madrid	Both genders	1987	77.32
28 Madrid	Both genders	1986	77.48
28 Madrid	Both genders	1985	76.77
28 Madrid	Both genders	1984	76.74
28 Madrid	Both genders	1983	76.21
28 Madrid	Both genders	1982	76.61
28 Madrid	Both genders	1981	75.65
28 Madrid	Both genders	1980	76.09
28 Madrid	Both genders	1979	75.71
28 Madrid	Both genders	1978	75.26
28 Madrid	Both genders	1977	74.98
28 Madrid	Both genders	1976	74.60
28 Madrid	Both genders	1975	74.46
28 Madrid	Males	2024	83.07
28 Madrid	Males	2023	82.92
28 Madrid	Males	2022	82.08
28 Madrid	Males	2021	81.72
28 Madrid	Males	2020	79.37
28 Madrid	Males	2019	82.33
28 Madrid	Males	2018	82.00
28 Madrid	Males	2017	81.85
28 Madrid	Males	2016	81.74
28 Madrid	Males	2015	81.15
28 Madrid	Males	2014	81.44
28 Madrid	Males	2013	81.23
28 Madrid	Males	2012	80.80
28 Madrid	Males	2011	80.68
28 Madrid	Males	2010	80.37
28 Madrid	Males	2009	79.82
28 Madrid	Males	2008	79.36
28 Madrid	Males	2007	78.78
28 Madrid	Males	2006	78.72
28 Madrid	Males	2005	78.15
28 Madrid	Males	2004	77.89
28 Madrid	Males	2003	77.15
28 Madrid	Males	2002	77.25
28 Madrid	Males	2001	76.96
28 Madrid	Males	2000	76.88
28 Madrid	Males	1999	76.70
28 Madrid	Males	1998	76.23
28 Madrid	Males	1997	76.28
28 Madrid	Males	1996	75.32
28 Madrid	Males	1995	74.81
28 Madrid	Males	1994	74.76
28 Madrid	Males	1993	74.21
28 Madrid	Males	1992	73.99
28 Madrid	Males	1991	73.50
28 Madrid	Males	1990	73.39
28 Madrid	Males	1989	73.66
28 Madrid	Males	1988	73.58
28 Madrid	Males	1987	73.67
28 Madrid	Males	1986	74.04
28 Madrid	Males	1985	73.26
28 Madrid	Males	1984	73.28
28 Madrid	Males	1983	72.65
28 Madrid	Males	1982	73.19
28 Madrid	Males	1981	72.21
28 Madrid	Males	1980	72.64
28 Madrid	Males	1979	72.32
28 Madrid	Males	1978	71.90
28 Madrid	Males	1977	71.50
28 Madrid	Males	1976	71.26
28 Madrid	Males	1975	71.11
28 Madrid	Females	2024	87.74
28 Madrid	Females	2023	87.51
28 Madrid	Females	2022	87.11
28 Madrid	Females	2021	87.08
28 Madrid	Females	2020	84.99
28 Madrid	Females	2019	87.19
28 Madrid	Females	2018	87.11
28 Madrid	Females	2017	86.77
28 Madrid	Females	2016	86.92
28 Madrid	Females	2015	86.47
28 Madrid	Females	2014	86.59
28 Madrid	Females	2013	86.66
28 Madrid	Females	2012	86.12
28 Madrid	Females	2011	86.21
28 Madrid	Females	2010	86.06
28 Madrid	Females	2009	85.68
28 Madrid	Females	2008	85.45
28 Madrid	Females	2007	85.06
28 Madrid	Females	2006	85.08
28 Madrid	Females	2005	84.53
28 Madrid	Females	2004	84.28
28 Madrid	Females	2003	83.81
28 Madrid	Females	2002	84.09
28 Madrid	Females	2001	83.92
28 Madrid	Females	2000	83.54
28 Madrid	Females	1999	83.37
28 Madrid	Females	1998	83.33
28 Madrid	Females	1997	83.34
28 Madrid	Females	1996	82.74
28 Madrid	Females	1995	82.54
28 Madrid	Females	1994	82.45
28 Madrid	Females	1993	82.18
28 Madrid	Females	1992	81.95
28 Madrid	Females	1991	81.41
28 Madrid	Females	1990	80.83
28 Madrid	Females	1989	80.91
28 Madrid	Females	1988	80.63
28 Madrid	Females	1987	80.66
28 Madrid	Females	1986	80.59
28 Madrid	Females	1985	79.98
28 Madrid	Females	1984	79.86
28 Madrid	Females	1983	79.45
28 Madrid	Females	1982	79.67
28 Madrid	Females	1981	78.77
28 Madrid	Females	1980	79.18
28 Madrid	Females	1979	78.73
28 Madrid	Females	1978	78.26
28 Madrid	Females	1977	78.12
28 Madrid	Females	1976	77.57
28 Madrid	Females	1975	77.44
29 Málaga	Both genders	2024	83.07
29 Málaga	Both genders	2023	82.90
29 Málaga	Both genders	2022	82.15
29 Málaga	Both genders	2021	81.82
29 Málaga	Both genders	2020	81.97
29 Málaga	Both genders	2019	82.54
29 Málaga	Both genders	2018	81.96
29 Málaga	Both genders	2017	82.22
29 Málaga	Both genders	2016	82.10
29 Málaga	Both genders	2015	81.65
29 Málaga	Both genders	2014	81.64
29 Málaga	Both genders	2013	81.71
29 Málaga	Both genders	2012	81.26
29 Málaga	Both genders	2011	81.21
29 Málaga	Both genders	2010	80.86
29 Málaga	Both genders	2009	80.50
29 Málaga	Both genders	2008	79.89
29 Málaga	Both genders	2007	79.66
29 Málaga	Both genders	2006	79.52
29 Málaga	Both genders	2005	78.86
29 Málaga	Both genders	2004	78.98
29 Málaga	Both genders	2003	78.26
29 Málaga	Both genders	2002	78.52
29 Málaga	Both genders	2001	78.26
29 Málaga	Both genders	2000	78.00
29 Málaga	Both genders	1999	77.64
29 Málaga	Both genders	1998	77.61
29 Málaga	Both genders	1997	77.33
29 Málaga	Both genders	1996	76.78
29 Málaga	Both genders	1995	76.88
29 Málaga	Both genders	1994	76.49
29 Málaga	Both genders	1993	76.35
29 Málaga	Both genders	1992	76.23
29 Málaga	Both genders	1991	75.69
29 Málaga	Both genders	1990	75.55
29 Málaga	Both genders	1989	75.37
29 Málaga	Both genders	1988	75.18
29 Málaga	Both genders	1987	74.91
29 Málaga	Both genders	1986	74.96
29 Málaga	Both genders	1985	74.73
29 Málaga	Both genders	1984	74.90
29 Málaga	Both genders	1983	74.75
29 Málaga	Both genders	1982	74.44
29 Málaga	Both genders	1981	74.28
29 Málaga	Both genders	1980	74.15
29 Málaga	Both genders	1979	73.32
29 Málaga	Both genders	1978	72.95
29 Málaga	Both genders	1977	73.23
29 Málaga	Both genders	1976	72.27
29 Málaga	Both genders	1975	71.90
29 Málaga	Males	2024	80.68
29 Málaga	Males	2023	80.48
29 Málaga	Males	2022	79.66
29 Málaga	Males	2021	79.38
29 Málaga	Males	2020	79.43
29 Málaga	Males	2019	80.11
29 Málaga	Males	2018	79.53
29 Málaga	Males	2017	79.77
29 Málaga	Males	2016	79.64
29 Málaga	Males	2015	79.10
29 Málaga	Males	2014	79.27
29 Málaga	Males	2013	79.24
29 Málaga	Males	2012	78.64
29 Málaga	Males	2011	78.50
29 Málaga	Males	2010	78.05
29 Málaga	Males	2009	77.76
29 Málaga	Males	2008	77.13
29 Málaga	Males	2007	76.80
29 Málaga	Males	2006	76.56
29 Málaga	Males	2005	75.87
29 Málaga	Males	2004	76.00
29 Málaga	Males	2003	75.06
29 Málaga	Males	2002	75.21
29 Málaga	Males	2001	75.18
29 Málaga	Males	2000	74.94
29 Málaga	Males	1999	74.54
29 Málaga	Males	1998	74.22
29 Málaga	Males	1997	74.13
29 Málaga	Males	1996	73.23
29 Málaga	Males	1995	73.06
29 Málaga	Males	1994	73.10
29 Málaga	Males	1993	72.91
29 Málaga	Males	1992	72.71
29 Málaga	Males	1991	72.17
29 Málaga	Males	1990	72.28
29 Málaga	Males	1989	71.81
29 Málaga	Males	1988	71.62
29 Málaga	Males	1987	71.61
29 Málaga	Males	1986	71.68
29 Málaga	Males	1985	71.25
29 Málaga	Males	1984	71.42
29 Málaga	Males	1983	71.77
29 Málaga	Males	1982	71.26
29 Málaga	Males	1981	70.82
29 Málaga	Males	1980	71.14
29 Málaga	Males	1979	69.87
29 Málaga	Males	1978	69.67
29 Málaga	Males	1977	70.05
29 Málaga	Males	1976	68.96
29 Málaga	Males	1975	68.78
29 Málaga	Females	2024	85.38
29 Málaga	Females	2023	85.26
29 Málaga	Females	2022	84.62
29 Málaga	Females	2021	84.24
29 Málaga	Females	2020	84.51
29 Málaga	Females	2019	84.92
29 Málaga	Females	2018	84.37
29 Málaga	Females	2017	84.64
29 Málaga	Females	2016	84.56
29 Málaga	Females	2015	84.22
29 Málaga	Females	2014	84.00
29 Málaga	Females	2013	84.20
29 Málaga	Females	2012	83.89
29 Málaga	Females	2011	83.92
29 Málaga	Females	2010	83.68
29 Málaga	Females	2009	83.22
29 Málaga	Females	2008	82.66
29 Málaga	Females	2007	82.56
29 Málaga	Females	2006	82.53
29 Málaga	Females	2005	81.89
29 Málaga	Females	2004	81.98
29 Málaga	Females	2003	81.54
29 Málaga	Females	2002	81.92
29 Málaga	Females	2001	81.36
29 Málaga	Females	2000	81.07
29 Málaga	Females	1999	80.77
29 Málaga	Females	1998	81.04
29 Málaga	Females	1997	80.52
29 Málaga	Females	1996	80.43
29 Málaga	Females	1995	80.82
29 Málaga	Females	1994	79.91
29 Málaga	Females	1993	79.82
29 Málaga	Females	1992	79.78
29 Málaga	Females	1991	79.27
29 Málaga	Females	1990	78.83
29 Málaga	Females	1989	78.99
29 Málaga	Females	1988	78.79
29 Málaga	Females	1987	78.20
29 Málaga	Females	1986	78.24
29 Málaga	Females	1985	78.25
29 Málaga	Females	1984	78.38
29 Málaga	Females	1983	77.63
29 Málaga	Females	1982	77.57
29 Málaga	Females	1981	77.71
29 Málaga	Females	1980	77.07
29 Málaga	Females	1979	76.79
29 Málaga	Females	1978	76.21
29 Málaga	Females	1977	76.35
29 Málaga	Females	1976	75.59
29 Málaga	Females	1975	75.00
30 Murcia	Both genders	2024	83.39
30 Murcia	Both genders	2023	82.82
30 Murcia	Both genders	2022	82.05
30 Murcia	Both genders	2021	82.21
30 Murcia	Both genders	2020	82.26
30 Murcia	Both genders	2019	82.62
30 Murcia	Both genders	2018	82.64
30 Murcia	Both genders	2017	82.40
30 Murcia	Both genders	2016	82.51
30 Murcia	Both genders	2015	82.21
30 Murcia	Both genders	2014	82.47
30 Murcia	Both genders	2013	82.27
30 Murcia	Both genders	2012	81.72
30 Murcia	Both genders	2011	81.71
30 Murcia	Both genders	2010	81.62
30 Murcia	Both genders	2009	80.90
30 Murcia	Both genders	2008	80.43
30 Murcia	Both genders	2007	80.30
30 Murcia	Both genders	2006	80.27
30 Murcia	Both genders	2005	79.71
30 Murcia	Both genders	2004	79.54
30 Murcia	Both genders	2003	79.11
30 Murcia	Both genders	2002	78.96
30 Murcia	Both genders	2001	78.95
30 Murcia	Both genders	2000	78.42
30 Murcia	Both genders	1999	77.90
30 Murcia	Both genders	1998	78.22
30 Murcia	Both genders	1997	78.06
30 Murcia	Both genders	1996	78.05
30 Murcia	Both genders	1995	78.04
30 Murcia	Both genders	1994	77.61
30 Murcia	Both genders	1993	77.46
30 Murcia	Both genders	1992	77.07
30 Murcia	Both genders	1991	76.49
30 Murcia	Both genders	1990	76.09
30 Murcia	Both genders	1989	75.95
30 Murcia	Both genders	1988	76.51
30 Murcia	Both genders	1987	76.67
30 Murcia	Both genders	1986	76.16
30 Murcia	Both genders	1985	75.70
